code,name
360,360/MM,Cotix
Vit,D,Vit,D3,200000,IU
Vitamin,Vitamin,B,Complex,Amp
Vitc,Vitamin,C,240mg,Tab
Vitg,Vigrodit(Sildenafil),100mg,Tab
Viv,Vivioptal/Cap
vivi,Vivioptal/Cap
Vka,Vkazin/Zinc,S,SYP,28
Vomit,Vomitin(Domperidone),10mg,Tab
Vor,Voren/Diclofenc,Sodium,50mg,Cap
Voxi,Voxiquin(Levofloxacin),500mg,Tab
Wari,Warior(Levofloxacin),500mg,Tab
Wat,Water,Inj
Xall,Xaller(Sertraline),50mg,Tab
Xantho,Xanthofyl(Doxofylline),400mg,Tab
Xcep,Xcept/Rivaroxaban/15mg,Tab
Xengri,Xengripe,Forte,60ml,Syp
Xorbact,Xorbact(Cefoperazone+Sulbactam),2g,Inj
Xylo,Xyloson/Xylometazoline,0.1%,Drop
Xyloso,Xyloson/Xylometazoline,0.5%,Drop
Yti,Ytig,Plus/Combend,Tab
Ytig,Ytig
Zaptaaz,Zaptaaz(Mirtazapine),30mg,Tab
zee,Zeegap/Pregabalin,75mg,Cap
Zen,Zentel/Albendazole,200mg,Tab
Zena,Zenator(Atorvastatin+Fenofibrate),10/160mg,Tab
Zenat,Zenator(Atorvastatin),20mg,Tab
Zend,Zendon/ondansetron,8mg,Tab
Zep,Zepoxin(Pantoprazole),40mg,Vail
Zepox,Zepoxin-LVS(Pantoprazole+Levosulpiride),
Zet,zetro/Azithromycin,500mg,Tab
Zevc,Zevclinda(Clindamycin),300mg,Cap
Zitop,Zitoprid/Itopride,150mg,Tab
ZN,Zincomax/Zinc,20,Tab
Zofr,Zofra(Ondansetron),Sol
Zol,Zolp/Zolpidem,10mg,Tab
Zon,Zoniper/Cefoperzone,2g,Vil
